node,degree_centrality,betweenness_centrality,eigenvector_centrality
Hillary Clinton,0.43001304915180516,0.08563151909721294,0.15633634901440532
Clinton,0.4098303610265333,0.07927756248438121,0.1530989988763459
Donald Trump,0.40974336668116573,0.08653938313500951,0.14991264049161543
Obama,0.40365376250543716,0.17198251617183505,0.12890839844691354
Trump,0.3304915180513267,0.04956606059574627,0.13543667094462686
Ted Cruz,0.279077859939104,0.03516483488312504,0.12762201382546118
Bernie Sanders,0.25654632448890824,0.025806347530307378,0.1222916873725086
Barack Obama,0.24828186167899088,0.05740949052367338,0.10218658957722619
Bush,0.2302740321879078,0.027071085149303408,0.10361461591507645
Hillary,0.2202696824706394,0.014966318585569478,0.11567155020726556
Marco Rubio,0.2113962592431492,0.01747782008923757,0.10381676840764316
Bill Clinton,0.2066115702479339,0.01629570288173139,0.10496006299473025
George W. Bush,0.20400173988690737,0.023623450806324803,0.10129590056241891
Cruz,0.19217050891692042,0.013730494776912487,0.09790464840554083
Jeb Bush,0.19208351457155287,0.015263518055782951,0.0959030566262093
Chris Christie,0.13927794693344933,0.007488598881305394,0.08772113988730572
John Kasich,0.13458025228360157,0.006061696570309749,0.08302238519888809
Clintons,0.13301435406698564,0.004978517401124789,0.08494620472158322
John McCain,0.13162244454110483,0.008115193845817617,0.07751170955962611
Paul Ryan,0.1247498912570683,0.005947834292920429,0.08459830464381064
Mitch McConnell,0.12301000434971728,0.008310810451282187,0.07442363237929166
Reagan,0.12266202696824707,0.008044707166143132,0.0715755720465327
Ronald Reagan,0.11726837755545891,0.007272718189316053,0.06997691872521355
Ben Carson,0.11257068290561115,0.005307191797766967,0.07031117032645849
Rand Paul,0.10361026533275337,0.005410701651285312,0.05910585684739788
Scott Walker,0.10117442366246195,0.005879227192856897,0.06315336496836164
Politico,0.1007394519356242,0.004725320711613632,0.0721314269765933
Mike Pence,0.09186602870813397,0.004661402315770385,0.06375795657464496
John Boehner,0.09160504567203133,0.006670418658022983,0.054394472263481826
John Kerry,0.08916920400173989,0.012305821299661375,0.05071453960212911
Joe Biden,0.08908220965637234,0.007218475237284873,0.056585137886153776
Ryan,0.08508046976946498,0.006132300844358715,0.06125529992751107
Kasich,0.08429752066115703,0.002547365865537904,0.05631335016018466
Elizabeth Warren,0.08394954327968683,0.0031484716355118926,0.060314112825657254
Jeb,0.08290561113527621,0.001976225699753456,0.0589365680544508
Biden,0.08177468464549804,0.0026781149226716735,0.06323242636827792
Tim Kaine,0.0813397129186603,0.001595336263326504,0.06631670071919166
Paul,0.08081774684645499,0.005000086868104841,0.0532756366380647
Johnson,0.08012179208351458,0.006988284324038918,0.05237766786098055
Lindsey Graham,0.07646802957807743,0.0017721732067896927,0.06180866243462412
Bill,0.07646802957807743,0.0031386398597406362,0.052510696912198764
Harry Reid,0.07629404088734233,0.001770478339665492,0.0627473129846669
Romney,0.07498912570682906,0.0021133622254470756,0.055877205209683985
Newt Gingrich,0.0747281426707264,0.002188909498392061,0.055751107983886425
Vladimir Putin,0.0742061765985211,0.006910872725173377,0.05237097146276947
McCain,0.07377120487168334,0.0021261777100425564,0.05816528062848043
Boehner,0.07324923879947803,0.00295604571584975,0.04901791404665814
George H.W. Bush,0.07237929534580252,0.0021371079249766244,0.05579235093465291
Donald,0.07194432361896477,0.001411932599330512,0.05858900377192394
Mike Huckabee,0.07090039147455415,0.003212966514199649,0.04677231230505635
Hillary Rodham Clinton,0.07020443671161375,0.003288902919934663,0.04228407375398995
Reince Priebus,0.06898651587646804,0.0013153570654385782,0.060178856576819706
Sarah Palin,0.06863853849499783,0.002292516352287381,0.05230278436691694
Rick Perry,0.06855154414963027,0.0012643258966970486,0.05446080322376873
Bloomberg,0.06733362331448456,0.0018350566142689981,0.058471535912864546
Michelle Obama,0.06628969117007395,0.0015270097300926011,0.052845716135702936
Christie,0.06428882122662027,0.001339201826897901,0.0532037914999216
Hillary Clinton's,0.06402783819051762,0.002600635112746496,0.043607679085943894
David Weigel,0.06359286646367987,0.0006157583079472077,0.05969203703807977
Donald Trump's,0.06350587211831231,0.0019681219056821393,0.04458179463868863
Latino,0.06176598521096129,0.004070168776665369,0.04310158755564705
Paul Manafort,0.060287081339712924,0.0009346341100306188,0.04992803704366305
Putin,0.05915615484993476,0.0050483173538587965,0.03985401144117804
Carly Fiorina,0.0583732057416268,0.001115400964838688,0.041053791600002894
Twitter,0.058112222705524144,0.005053081858634655,0.03918371362551523
Abby Phillip,0.05785123966942149,0.0005174755775490184,0.05526891194563624
Nancy Pelosi,0.05741626794258373,0.0025691334606634353,0.0375555903634264
Carson,0.05724227925184863,0.0018111534288115239,0.0439306483759789
Richard Nixon,0.05698129621574598,0.0023374079880839425,0.0403918860383879
Kaine,0.056111352762070466,0.0007410943142240598,0.0524904196537092
Hillary Clinton’s,0.05532840365376251,0.0007153860793344739,0.047819199022036865
Donald Trump’s,0.05524140930839496,0.0012742277365924484,0.04230899966248013
Rick Santorum,0.05524140930839496,0.0014643665617965667,0.04145076427876585
Bernie,0.054980426272292306,0.001146390125259365,0.042648598345558966
Philip Rucker,0.05454545454545455,0.00034478066904727173,0.0554210617836036
John Wagner,0.054458460200086996,0.0003858415345447896,0.05450452088556466
Graham,0.05367551109177904,0.004195506212776414,0.046418806996926215
Warren,0.05158764680295781,0.0029126402749157457,0.035354373083032194
Gary Johnson,0.05141365811222271,0.001064864311647043,0.04577509344129784
Corey Lewandowski,0.0512396694214876,0.0009859066942833773,0.047790171982997086
Josh Earnest,0.051152675076120056,0.007152121611902249,0.03150184802331967
Walker,0.050456720313179645,0.0022802481726426414,0.038046031522316
Chris Wallace,0.04984775989560679,0.0007345928285527481,0.03905679522772572
McConnell,0.049760765550239235,0.0012435518734741529,0.03934323900024491
Reid,0.04967377120487169,0.0008717174840781475,0.042096225287694695
Kelly Ayotte,0.04932579382340148,0.0006169190857861141,0.04520854571241032
Mitt Romney,0.04923879947803393,0.0007950691451133417,0.040216967037228844
Benjamin Netanyahu,0.048803827751196176,0.004951577770983044,0.030326311085725297
Rob Portman,0.04871683340582862,0.0006294084453085776,0.046858934624265526
Dan Balz,0.048629839060461075,0.0003935606373736877,0.048594574746641105
Kellyanne Conway,0.04767290126141801,0.0003973453742183748,0.04753487032004464
Rudy Giuliani,0.047411918225315354,0.000951930101943149,0.04377045452718007
Jason Chaffetz,0.04723792953458025,0.0012679026946086432,0.045839675491360296
Jeff Sessions,0.04723792953458025,0.0006321176609377976,0.042366958639985026
Al Gore,0.047150935189212706,0.001026613942808471,0.03633882606669924
John Podesta,0.0468029578077425,0.0005570758630692692,0.04098008974881551
Kennedy,0.04636798608090474,0.0038795892777621034,0.02748073289559854
Richard Burr,0.04523705959112658,0.0002650670668824961,0.0463892195764622
Kerry,0.044976076555023926,0.004638286165062889,0.023663300378197603
Robert Costa,0.04488908220965637,0.00022420480754610538,0.04916924773085303
Jimmy Carter,0.04471509351892127,0.003222021512326144,0.03257379833236308
Loretta Lynch,0.04375815571987821,0.00251107440463212,0.035609142316693085
Giuliani,0.04349717268377556,0.0021509305637415757,0.03846355532030662
Breitbart,0.04332318399304046,0.0003665380917176758,0.0429260344858564
Terry McAuliffe,0.0432361896476729,0.0022472716244097833,0.04037478971911663
Ted,0.0430622009569378,0.0006275552411256874,0.038074522649846794
Nixon,0.0428882122662027,0.001432937724176111,0.035110343766931416
Pat Toomey,0.04219225750326229,0.00028164260612339147,0.04364086609873884
Gingrich,0.04201826881252719,0.00021534376565878648,0.04292663862654675
Jenna Johnson,0.04184428012179209,0.0003008007165053993,0.04091776605996867
Antonin Scalia,0.04132231404958678,0.0019274979960911245,0.030511075652803657
Anne Gearan,0.040974336668116576,0.0006411292881441903,0.04129100111108885
Sanders,0.040974336668116576,0.0008410344681809311,0.030154593618766785
Jose A. DelReal,0.04088734232274902,0.0005357468497113589,0.04273775180048024
Carter,0.040452370595911266,0.0025299946549551698,0.0324276177800614
Paul Kane,0.04036537625054372,0.00018917191017615362,0.04254144509613396
Fiorina,0.04019138755980862,0.000709293028092589,0.031287614587789725
Vox,0.040104393214441064,0.005556280665758912,0.025971414347273358
Saddam Hussein,0.03906046107003045,0.004788787997401635,0.024306643343765155
Jake Tapper,0.038451500652457594,0.00036814293254506744,0.03960802971069219
Netanyahu,0.038451500652457594,0.003473372530775924,0.02348604022469081
Bashar al-Assad,0.03819051761635494,0.004126395883678775,0.027412830589626836
R-Wis.,0.03766855154414963,0.0010278775912804074,0.03297424950707317
Roger Stone,0.03758155719878208,0.000450482804577458,0.03520889680639361
Chris Stirewalt,0.036972596781209226,0.00026757328900629655,0.031345106628707584
Perry,0.03688560243584167,0.00034765389696205065,0.034862774921483805
ET,0.036450630709003916,0.004405443081356378,0.02638560589532625
Dick Cheney,0.036102653327533714,0.0009904167101038588,0.03197135501224159
Melania,0.03584167029143106,0.00043159394233695394,0.03324464807300598
Erick Erickson,0.03566768160069596,0.0008520375652697827,0.0371047130115155
Bobby Jindal,0.035580687255328404,0.0017780552557310385,0.029328928166201237
Brown,0.035580687255328404,0.0033522650241050033,0.030548100912316425
Howard Kurtz,0.03531970421922575,0.0011458076041598044,0.03041912933275668
Miller,0.0352327098738582,0.0035817977177965907,0.027376538910512675
Harris,0.034884732492388,0.0028428815985926375,0.025989727820130735
Ted Strickland,0.034797738147020446,0.0002763828839071957,0.03723505528964152
Scalia,0.03453675511091779,0.0012144649656247901,0.027404204922760505
Abedin,0.03375380600260983,0.0002842531399474597,0.033112781985039766
Donald Trump Jr.,0.03349282296650718,0.00013447239474871119,0.037008386377645926
Smith,0.03305785123966942,0.003182286394394772,0.02331554133400027
McAuliffe,0.03288386254893432,0.0004074328843065325,0.034113308444131206
James Comey,0.03279686820356677,0.0009290174342245514,0.03261251341335948
Maggie Haberman,0.032622879512831666,7.48588993249012e-05,0.037980948297040476
McCarthy,0.03236189647672901,0.0006612056029689946,0.02513560704849958
Katie Zezima,0.03236189647672901,0.00025667811469206545,0.035313543914048486
John,0.032274902131361465,0.0019962316668689735,0.025007856894048008
John Roberts,0.031926924749891256,0.0009462453132276395,0.025568554113966874
Charlie Hebdo,0.03183993040452371,0.010421535274352047,0.01256694893710803
Martin O'Malley,0.03183993040452371,0.0005527668547122157,0.026032769499042367
Osama bin Laden,0.031752936059156155,0.0022753323297890426,0.026841749039202185
Robby Mook,0.031752936059156155,0.00040900787200590924,0.025899036505520553
Dianne Feinstein,0.03166594171378861,0.0010576467797165832,0.03155723572211806
Martin O’Malley,0.03166594171378861,0.0006235959880858842,0.028205149970179262
R-Ky.,0.03140495867768595,0.0005699708274508388,0.028239831786750363
Koch,0.03123096998695085,0.0007099252470711101,0.03056484950891002
Trumps,0.030969986950848197,0.0003611525287566615,0.030413856535997322
David Cameron,0.030969986950848197,0.0037796195808442326,0.018924121743728844
Michael Brown,0.03036102653327534,0.004729049204046986,0.016199016344192536
Antonio Olivo,0.030100043497172685,5.938207593246281e-05,0.03514129901236877
Roberts,0.030100043497172685,0.0015427561625628034,0.024019350241850427
Jones,0.029926054806437584,0.0015549819046209697,0.03191534763827707
Ron Johnson,0.02975206611570248,0.00033469558472414555,0.029692248475112717
Condoleezza Rice,0.029404088734232278,0.00040356576970478487,0.029418730122190147
Cheney,0.029317094388864727,7.336741603173774e-05,0.03616380039426133
Anderson Cooper,0.029317094388864727,0.002950221218356047,0.022276221538417473
Jill Stein,0.029143105698129623,0.0004923325921677752,0.027860531767858483
Kevin McCarthy,0.02888212266202697,0.0008987902747509517,0.022576437051344857
Abraham Lincoln,0.02888212266202697,0.0019609949782327823,0.024190460551742347
Tom Vilsack,0.028795128316659417,0.0003562974884040149,0.03170471061955394
Mark Kirk,0.028795128316659417,0.00034950238381433515,0.030207030837840307
Priebus,0.028795128316659417,7.347727607936896e-05,0.03446300695960971
Charles Krauthammer,0.028360156589821665,0.00017707283035678446,0.02706026921391388
Barry Goldwater,0.02818616789908656,0.0005183458737576146,0.024507433762246535
Sean Sullivan,0.02792518486298391,0.00011269034020403915,0.031867669122713
Greg Miller,0.027664201826881254,0.00036735608257656304,0.029062814168256377
Chuck Grassley,0.027664201826881254,0.0003889122025003766,0.029216863173109352
Chuck Todd,0.027490213136146153,0.0005590474914375737,0.029208828935058037
John F. Kennedy,0.027490213136146153,0.0007645810304216538,0.02666676801901508
Evan McMullin,0.027490213136146153,0.00010160172202646655,0.028725476968184845
Jim Webb,0.027490213136146153,0.0002975547509415712,0.026638060679864132
Joni Ernst,0.027229230100043498,0.00026592663369503746,0.02633132075542751
Huma Abedin,0.027229230100043498,0.00029231899664475714,0.023993607214593166
Marco,0.027142235754675947,0.00027713682289762443,0.02531152253215007
Roger Ailes,0.027055241409308397,0.0004998707322345462,0.03012953733468696
Martha,0.026968247063940846,7.000182259933836e-05,0.030299755970475722
Rubio,0.02670726402783819,0.0002794232021716821,0.025447443653872383
Chris Cuomo,0.02670726402783819,0.001041884682895223,0.027348521329808938
Hitler,0.02670726402783819,0.0014507460261571445,0.02484062854209216
Huckabee,0.02653327533710309,0.000454591609284704,0.025026856146814665
Monica Lewinsky,0.02644628099173554,0.00028210028366373505,0.026931818706643
Steve King,0.026359286646367986,0.00034760780708718647,0.02843267155984952
Jose DelReal,0.026359286646367986,5.3365885671944104e-05,0.03203072916179918
Griff Witte,0.026359286646367986,0.00038493305639056345,0.029235017723351894
Maggie Hassan,0.026272292301000436,0.0001331555215727535,0.027998352553215346
Amy Chozick,0.026185297955632885,7.583773813840986e-05,0.027249271635447755
Merrick Garland,0.026098303610265335,0.00012891748721926278,0.02999359763086116
Stephen Bannon,0.026098303610265335,9.219849455744034e-05,0.032627759300594604
Ruth Bader Ginsburg,0.026011309264897784,0.0009443413647646614,0.021813403423996576
Gonzalo Curiel,0.026011309264897784,0.0002570465213384282,0.028334886119876456
Lyndon Johnson,0.025924314919530234,0.0007715309875968422,0.01979899046814986
David Nakamura,0.025924314919530234,0.0008671129760289105,0.02627473962227934
Debbie Wasserman Schultz,0.02583732057416268,0.0004268489384903812,0.02414832612876831
Eric Schultz,0.02575032622879513,0.000205137752477752,0.029486533585312884
Toomey,0.02566333188342758,0.00011010928284649167,0.028233064934445922
Jennifer Palmieri,0.02566333188342758,0.0003129173118965125,0.030346601713394625
Gore,0.02566333188342758,0.00033466153630365165,0.024479633648085093
Jeb Bush’s,0.025402348847324924,0.00026285272455723853,0.02456492992147783
Sheldon Adelson,0.025402348847324924,0.00021571229131107627,0.029151803420289824
John F. Kerry,0.025315354501957373,0.0013268520959074284,0.013956129769008573
Francis,0.025228360156589823,0.0068048618186025405,0.013650890890396658
TPP,0.025141365811222272,0.0005864815511033803,0.022961120405780227
Ferguson,0.025054371465854722,0.0025733528458579823,0.010843671794702683
Rice,0.025054371465854722,0.001863706270110209,0.02101523117227011
Williams,0.025054371465854722,0.0048501864324942,0.01829037617399797
Davis,0.025054371465854722,0.0037700051024936007,0.015634917296957908
Lewandowski,0.02496737712048717,0.00019985369235733306,0.027715230628513762
Wolf Blitzer,0.02496737712048717,0.0002728639387678644,0.025911559882161428
Mark Berman,0.024880382775119617,0.0006187464407966117,0.022557917387760185
Anthony Weiner,0.024793388429752067,0.00015704566885960328,0.02349377935437831
Garland,0.024619399739016966,0.00020553544985094208,0.02888430827753345
Ed O'Keefe,0.024532405393649415,4.657749996944353e-05,0.02896587721789576
Cheryl Mills,0.02444541104828186,0.00023283665192826326,0.024603309798329278
Robert Mercer,0.02444541104828186,8.10622906639565e-05,0.02412933290719021
Mike Lee,0.02435841670291431,0.000522677510772546,0.028571740129502518
Buzzfeed,0.02435841670291431,0.0004615642782105556,0.03057317084244407
Ben Terris,0.02427142235754676,3.919038914791289e-05,0.030101343174254707
Khan,0.02427142235754676,0.0008606749728255911,0.021629169802168106
Angela Merkel,0.02427142235754676,0.003363087850911422,0.013197165441201085
Michael McCaul,0.02401043932144411,0.0012465762427390178,0.022039100370031012
Sullivan,0.023923444976076555,0.0002828807888636897,0.024400476678566173
Madison,0.023923444976076555,0.0026417389779248776,0.017831931506190158
Elena Kagan,0.023575467594606353,0.00037556992493247097,0.021289034002156832
Michele Bachmann,0.023575467594606353,0.00017689922461089325,0.02636953653094134
Brian Murphy,0.023488473249238803,0.0013990956773475374,0.007325693574190662
Paul D. Ryan,0.023488473249238803,0.0001263116305294236,0.026562401584086424
Catherine Herridge,0.023488473249238803,0.0031222125460108685,0.009398282388888731
John Cornyn,0.02340147890387125,0.00046859758978724043,0.024132160951219297
Ivanka,0.02340147890387125,0.0002731539728176637,0.02247817958499444
Megyn Kelly,0.023314484558503698,0.00030501086449581986,0.024460073603864735
Paul Schwartzman,0.023314484558503698,2.8180614010524643e-05,0.030051060867798934
Ayotte,0.023314484558503698,9.129003650019482e-05,0.025877604682881895
Pat McCrory,0.023314484558503698,0.0006286810057024725,0.02515159555906549
Hugh Naylor,0.023314484558503698,0.0006017581998670141,0.025728322106192796
George W. Bush's,0.023227490213136148,0.0007967397464371513,0.020014834641037288
Laura Ingraham,0.023053501522401047,0.0002556988401717967,0.02564465789985044
Krissah Thompson,0.022966507177033493,4.167851667716306e-05,0.028176243453311968
Moore,0.022879512831665942,0.002832393869239095,0.014911338751625744
George W. Bush’s,0.02279251848629839,0.0005327437344903547,0.02240234254143712
Clarence Williams,0.02270552414093084,0.0008870466249428983,0.027756766227515852
Chris,0.02270552414093084,0.00019091138399508116,0.02286270482866267
Whitewater,0.02270552414093084,0.00011600815311279232,0.023991193707075368
FDR,0.02270552414093084,0.00035515792712228323,0.02103739186477239
Chuck Schumer,0.02261852979556329,0.0002812167429774842,0.02324469406378205
Bill Maher,0.022444541104828186,0.0002916870820959598,0.023757016620834077
Heidi,0.022444541104828186,0.00018097147552858676,0.024285354709916343
Greg Abbott,0.022444541104828186,0.0017794294989941155,0.024602813128740797
David Duke,0.022270552414093085,8.73940758120089e-05,0.026229819439271176
Scott Clement,0.022270552414093085,0.00012475937641530523,0.02560071887378059
Brian Fallon,0.022270552414093085,0.00019455479116666657,0.021953949331167077
Bill Clinton’s,0.02183558068725533,6.90270614298005e-05,0.02340802243738959
Dana Priest,0.02183558068725533,2.6402961941245994e-05,0.027954606634497513
Jeff Horwitz,0.02183558068725533,2.6402961941245994e-05,0.027954606634497513
Dalilah Muhammad,0.02183558068725533,2.6402961941245994e-05,0.027954606634497513
Benghazi,0.02174858634188778,0.000332392065706227,0.02206027730163579
Laura Vozzella,0.02174858634188778,0.00019702358352891112,0.026143272508394287
Jeff Flake,0.021574597651152678,0.00013619606903949455,0.02591661221822905
George Stephanopoulos,0.021574597651152678,0.0001972795936169943,0.02240770800661689
Jon Stewart,0.021574597651152678,0.0005098857216521973,0.02412779745468533
John A. Boehner,0.021487603305785124,0.0004244749718504307,0.018215872920793838
Aleppo,0.021400608960417573,0.0005416180211002013,0.026597339435306303
Peter Hermann,0.021400608960417573,2.556302881357562e-05,0.02771619655398766
Matea Gold,0.021313614615050023,6.87205783964847e-05,0.025919963137483428
George Bush,0.021313614615050023,0.0001092625475111616,0.023034352517249786
Bill Clinton's,0.021313614615050023,0.0003371352439947915,0.021982940715728306
Orrin Hatch,0.021313614615050023,0.0006630942645555796,0.019135495063128078
Steve,0.021139625924314922,0.00041572264737647826,0.017121661974402656
Colin Powell,0.021052631578947368,0.00018954455884525744,0.022547611815516722
Miami Herald,0.021052631578947368,0.00014675243198108783,0.026145789812687788
Mike Murphy,0.021052631578947368,6.910081443768084e-05,0.02551906862425228
Brock,0.020965637233579817,4.996494277260304e-05,0.024396627411793638
Patricia Sullivan,0.020965637233579817,2.289488991623909e-05,0.027923424526178155
Victoria St. Martin,0.020878642888212267,1.8251345595986424e-05,0.0281662336778223
Mike,0.020878642888212267,0.00022261497226047454,0.021910620431806742
D-Nev,0.020878642888212267,0.0003822182924076974,0.02068348533779444
Edward Snowden,0.020878642888212267,0.000288636990269942,0.023278798284229282
Eric Holder,0.020791648542844716,0.001807360090723442,0.017968460982686358
Jordan,0.020791648542844716,0.0009544426334849622,0.012105449129378821
Pelosi,0.020791648542844716,0.0003035368533185842,0.01787337635361204
Mia Love,0.020704654197477166,4.870952943616147e-05,0.02618359488134168
Scott,0.020704654197477166,0.005182925090085248,0.013796357501862765
Ellen Nakashima,0.020617659852109615,1.410159151492044e-05,0.02877492368107314
Ghazala Khan,0.020617659852109615,7.74198969263798e-05,0.02346705751964146
Peter King,0.020617659852109615,0.0003109817652810847,0.022386346657639226
David Brock,0.02053066550674206,7.113883597420677e-05,0.02250911464454347
Gerald Ford,0.02053066550674206,0.0002292148358924636,0.021550386574697555
Catherine Cortez Masto,0.02053066550674206,8.500944125858882e-05,0.024650295796542175
Matt Drudge,0.02053066550674206,8.005137843333471e-05,0.02141253315380346
Tim Scott,0.02053066550674206,0.0005108165958192512,0.021423595622817954
Juliet Eilperin,0.02044367116137451,5.279600152037476e-05,0.02779468775806918
Chaffetz,0.02044367116137451,0.00037516074427827495,0.024344646676982058
Tom Steyer,0.02044367116137451,0.00016646056867351402,0.02276496484216771
Mike DeBonis,0.02035667681600696,4.403380989945331e-05,0.02709229217296666
Sherrod Brown,0.02035667681600696,0.00021194036514549306,0.025038643420963985
Comey,0.02035667681600696,0.00041709881461410645,0.020244483605566528
Sergey Lavrov,0.02026968247063941,0.0009828435422366568,0.014437925600630083
Paula Jones,0.02026968247063941,7.882319791345598e-05,0.02068648735084235
Jim Tankersley,0.02018268812527186,3.174814924265487e-05,0.02603186647401837
Jesus,0.02018268812527186,0.0029230162831483434,0.015296853771852574
Alexander Burns,0.02018268812527186,1.833817703594852e-05,0.025514744175089903
Clarence Thomas,0.02018268812527186,0.001016998182029115,0.012625098459812712
Rudolph W. Giuliani,0.02009569377990431,4.9656071226609084e-05,0.02565827776322726
Schultz,0.020008699434536755,0.00012867911029783806,0.024563378036986057
George Wallace,0.020008699434536755,0.0008016747214404298,0.016207875753221503
Ron Paul,0.019921705089169205,0.00047866504599729427,0.018983610443020885
Dylann Roof,0.019834710743801654,0.0029039132758150858,0.010554763474564603
Hill,0.019747716398434104,0.000654581510246861,0.020489331335038722
Mook,0.019660722053066553,6.0115386122015196e-05,0.02225284730985693
Chris Matthews,0.019660722053066553,0.00023121634047342616,0.023937046869847163
Kelsey Snell,0.019660722053066553,9.878991747326731e-05,0.0236574774346456
Amy B Wang,0.019573727707699,2.0158757189970554e-05,0.024212904605762222
Curt Schilling,0.019573727707699,2.0158757189970554e-05,0.024212904605762222
Deborah Ross,0.01948673336233145,1.659001183652742e-05,0.024855530007562292
Justin Wm,0.01948673336233145,0.00013960913080606106,0.02468729125506042
Karl Rove,0.01948673336233145,0.0002561620685344811,0.01928480039314687
Moyer,0.01948673336233145,0.00013960913080606106,0.02468729125506042
Ken Thomas,0.019399739016963898,1.902539932409127e-05,0.024094764605084994
Amy Klobuchar,0.019399739016963898,0.00010970181815781359,0.022898826116845825
Charles Koch,0.019399739016963898,5.736127442042619e-05,0.024575276915873343
Dom Phillips,0.019312744671596348,1.5576240311707607e-05,0.024133594796705418
Baker,0.019225750326228797,0.00128843960628167,0.02057588623879288
Barbara,0.019225750326228797,7.47663328832768e-05,0.023027523161330162
Drudge,0.019225750326228797,7.811318226544689e-05,0.021629409161541796
Manu Raju,0.019225750326228797,3.211068781821424e-05,0.022738494105647992
Khizr Khan,0.019225750326228797,5.470556690160036e-05,0.02527097208875266
Francois Hollande,0.019138755980861247,0.00227200992176967,0.010604585868317818
Rafael,0.019138755980861247,9.655724854748177e-05,0.02246029872739395
Des Bieler,0.019138755980861247,1.5576240311707607e-05,0.024048977705929786
Rick Snyder,0.019051761635493693,0.000627250848177321,0.01811290131523236
Emma Brown,0.018964767290126142,5.6079762740911544e-05,0.02121802685773292
Eric Cantor,0.018964767290126142,0.00015613497047195003,0.02335308776144579
Hamilton,0.018964767290126142,0.0005486132738341279,0.019789755400505465
Patrick Leahy,0.018964767290126142,0.0002006715148336611,0.021664130059904172
Ashton B. Carter,0.018877772944758592,0.0006702757180521477,0.01991434008650285
Chris Cillizza,0.018877772944758592,5.960580353073181e-05,0.02430015743997331
Tom Cotton,0.01879077859939104,0.0002507639014938075,0.020593528396514172
Ivanka Trump,0.01879077859939104,3.7686463233563045e-05,0.024202131238294306
Eric,0.01870378425402349,0.0002754623901753056,0.01928841080683836
Dana Perino,0.01870378425402349,0.00013562687266729085,0.022494689463172138
Harry Truman,0.018616789908655937,0.00018019689654471185,0.018257523438625037
Dana Milbank,0.018616789908655937,0.000551191551483592,0.019940802567146337
Stevens,0.018529795563288386,0.00014829092729890913,0.018724936023750582
John Lewis,0.018529795563288386,0.00018503513663668103,0.01972910348837359
Assad,0.018442801217920836,0.0017544597078627527,0.01400817842817218
JFK,0.018442801217920836,0.0001505545824312662,0.024714100302902726
Muriel E. Bowser,0.018355806872553285,0.00033013350155286725,0.022059474149627712
Andrew Cuomo,0.018355806872553285,0.0019389137958059474,0.016362584393625555
John Kirby,0.018355806872553285,0.001982338197144564,0.012691380406263225
Darren Wilson,0.018355806872553285,0.001351835467082815,0.006197640109741906
Kelly,0.018355806872553285,0.00028736061369043176,0.019576575410395286
McMullin,0.018268812527185735,6.0371965574614055e-05,0.02039577003773574
Sean Hannity,0.018268812527185735,0.0001342680553248345,0.020619567494650843
Trey Gowdy,0.018268812527185735,0.00014907098556667637,0.020009170924694192
David,0.018268812527185735,0.0006519779312831647,0.01614943498942834
Buchanan,0.018181818181818184,0.00041073430557335053,0.01832818284530762
David Fahrenthold,0.01809482383645063,2.6504190946118254e-05,0.02505073473767691
Manafort,0.01809482383645063,3.575086670641167e-05,0.020225678239522652
Michael Dukakis,0.01809482383645063,8.849270662119544e-05,0.020748148280720993
Melania Trump's,0.01809482383645063,1.435498722792123e-05,0.024459592107011954
Franklin Roosevelt,0.01800782949108308,0.0001896158644550361,0.017340982500029148
Dana Bash,0.01792083514571553,9.227223659965479e-05,0.022247715188675556
R-Ariz.,0.01783384080034798,0.00045408166466262654,0.017074475133675625
Curiel,0.01774684645498043,6.432833326076797e-05,0.020532018122120452
Stein,0.017659852109612875,5.379291975265644e-05,0.021047448350678306
Hunter,0.017659852109612875,0.00038443468635947177,0.021096588019211316
Heidi Heitkamp,0.017485863418877774,7.059003773748431e-05,0.021731959473803446
Neera Tanden,0.017485863418877774,6.12351494776571e-05,0.022258862833087513
Castro,0.017398869073510223,0.00041195368005927626,0.018686504428572854
Ross Perot,0.017398869073510223,8.38489449671719e-05,0.021189945882687095
Buzz Cut:,0.017398869073510223,6.211551547163272e-05,0.018507740911951016
Booker,0.017398869073510223,0.00027725149052090824,0.018713125586159843
Michael Flynn,0.017398869073510223,1.7940227971086982e-05,0.02402645620991772
Ashton Carter,0.017224880382775122,0.0005411748609288719,0.02070423284386173
George W Bush,0.017224880382775122,0.00020580910876893239,0.015137705826752853
Hart,0.017224880382775122,5.0377653714452865e-05,0.024051350700979527
Barbara Boxer,0.017224880382775122,0.00016622866163833788,0.018982383430214897
Karen Tumulty,0.017224880382775122,5.223377452473873e-05,0.02103254112662162
Susan Collins,0.017224880382775122,0.00021387331563754754,0.016366740795171884
Laura,0.017224880382775122,0.00038078980000989717,0.020899961202356182
John Dickerson,0.017137886037407568,6.81119626008155e-05,0.02143958906351969
John Weaver,0.017050891692040018,0.0001111914232333404,0.018638733941328395
Charlie Dent,0.017050891692040018,9.919806263014586e-05,0.02178255981070298
Cindy McCain,0.017050891692040018,1.3006854190502521e-05,0.02036662010388174
Faiz Siddiqui,0.017050891692040018,1.3006854190502521e-05,0.02036662010388174
Lindsey O. Graham,0.017050891692040018,0.00016691278936465954,0.020107520490346347
James,0.016963897346672467,0.00046367550087941627,0.0174175043133265
D-Ill,0.016963897346672467,0.0009099819378256491,0.013613662504712166
Stephen Colbert,0.016876903001304917,0.00028566225265643126,0.01902969401895231
